3,-93,14,85,-24,52
-45,-41,-74,4,-97,8
99,-19,28,-51,-73,-61
23,-57,-67,-63,33,50
-94,-81,58,40,-19,72
-73,6,93,59,-93,-13
38,24,21,-18,-58,52
95,32,24,30,-87,-1
-62,99,-80,9,-77,83
44,-19,78,92,1,-69
-36,20,-10,43,-37,-58
-73,33,-80,84,23,97
27,43,-90,-24,-62,2
-47,81,81,99,64,3
-58,72,-17,85,-87,-60
-97,-91,-8,-33,-9,60
29,51,-32,63,-48,83
-13,-40,-56,54,26,34
33,-37,0,31,-56,-55
35,-92,-35,-78,-44,32
-20,-38,25,36,-20,91
79,-34,-1,-20,89,-29
85,-23,-80,-4,-46,-14
-46,22,85,-37,-49,-47
-49,41,36,-83,-84,95
-38,26,30,60,63,0
-84,68,-15,-71,15,10
-61,-39,24,35,41,-73
80,-53,-3,89,84,76
24,49,95,-87,51,62
39,73,71,22,-53,-14
-5,95,-34,5,71,23
-70,-64,10,-5,85,48
50,-16,-81,-7,-23,9
-12,4,58,-83,23,-68
81,41,67,-94,48,-64
-11,21,19,89,-83,-38
21,-25,-21,-11,40,-15
62,33,41,-18,-30,-47
14,-57,-83,5,-69,-8
98,18,-25,51,17,-20
-55,1,56,85,-3,-30
-44,1,25,53,-67,-72
33,-69,16,81,-4,-66
-87,80,-58,-98,-76,-35
-60,80,8,-99,89,-42
31,35,41,68,-88,-53
-65,-72,55,27,54,85
60,77,46,-3,61,-14
57,-83,51,3,31,48
-30,-73,7,73,-64,-56
-61,30,83,88,95,67
45,-34,-78,11,-41,41
98,-2,22,-87,25,34
58,-45,70,48,57,-53
-32,95,56,-6,67,-78
-52,-36,84,-81,-78,86
-51,-92,-29,66,-87,72
74,78,-84,-11,38,36
-94,31,3,71,11,97
-39,21,69,77,31,60
-46,3,-38,62,-36,70
-85,44,-66,-53,72,-93
43,73,-48,29,90,-57
55,-10,-13,84,-13,83
46,-24,76,12,79,67
-50,-26,-65,-100,-66,69
32,-67,-74,-55,-71,93
-52,59,95,-35,-99,-27
96,-89,-64,-69,54,74
87,-86,86,15,11,14
24,-97,25,-49,86,13
30,-72,99,42,-25,65
31,57,31,81,-100,-84
31,74,-68,45,0,1
47,37,76,-32,-76,-3
80,-55,90,3,-37,-51
94,-95,79,82,82,-80
-56,-3,-8,-55,38,62
32,72,88,-29,9,-56
-36,-90,99,-65,-50,6
58,10,71,6,52,74
41,-65,28,15,-47,37
71,-62,93,-59,-3,72
-59,44,-81,-75,-68,23
96,-32,-21,59,-82,30
14,-60,-14,-9,-61,93
70,-91,-3,16,40,-27
-36,39,-11,66,-100,-24
89,37,-6,34,-95,-53
7,-2,91,-98,12,69
-14,55,37,4,35,42
-75,3,37,91,75,85
68,-98,5,-31,-21,-43
2,15,-93,-93,-67,82
3,75,45,6,80,-46
-91,38,59,44,-83,89
-19,-82,15,92,45,90
-77,-16,-89,35,33,58
-14,47,14,-7,-20,-32
69,-11,34,-78,17,73
-23,27,81,-36,71,0
-7,53,-59,74,-21,33
-14,-50,-23,-43,61,96
-43,60,36,82,84,92
38,-57,26,70,21,-93
-38,77,-79,27,8,9
37,-68,-68,-24,-2,59
-35,-70,30,10,26,-66
51,98,-76,16,-30,38
-37,79,12,-33,-90,8
-17,97,90,-68,95,-44
61,15,11,-80,84,-26
-17,-25,-15,-28,82,15
96,41,95,42,47,-46
52,16,28,-72,32,21
47,-86,-36,-70,74,59
100,-37,-59,23,98,-10
-77,46,-16,-55,-60,53
-98,-92,-29,-6,-59,-49
-11,96,74,-22,23,-3
59,-59,-16,-58,-68,-57
43,12,16,-14,90,-42
69,-89,85,2,-74,-32
51,70,-45,55,-5,35
32,-100,-97,36,-30,-40
48,-7,-43,59,-52,1
-73,-59,-6,-8,46,-81
51,98,45,-64,37,-23
-63,-75,-74,48,-49,54
5,-46,44,-4,84,-98
46,-28,-38,56,25,88
29,-70,18,93,36,18
13,-98,71,22,-11,0
31,81,20,33,-7,-82
99,-35,71,-62,-89,61
-35,-29,-66,-48,86,-99
-54,-77,-5,4,-76,32
33,-86,-90,-55,-43,73
85,-56,66,-35,-15,-58
18,51,16,-90,13,-79
40,-71,-94,75,25,-80
7,-68,89,-59,-73,-51
37,39,46,78,33,22
30,25,24,-33,80,64
20,-98,14,-63,99,-8
-60,-69,-89,76,-19,31
-82,91,-95,-76,-11,-5
64,96,-22,-1,19,35
4,-99,-66,-82,44,44
11,50,-40,18,-16,-13
88,64,-5,15,2,94
-7,-85,7,-4,-80,-70
-42,77,-92,-83,-59,2
-2,24,-42,-58,43,-23
37,-86,10,48,-69,5
81,63,58,-34,-5,40
26,76,65,12,19,70
-82,-32,-66,59,79,5
8,-1,-67,56,-38,95
1,68,-99,-35,67,10
-7,73,90,52,-70,-89
-23,-62,-33,-50,69,20
-9,32,-43,-64,47,-26
23,14,-80,-19,-8,28
-18,-69,2,64,99,-35
-83,-70,70,44,55,-54
50,-62,-28,-75,-88,7
48,-88,-20,97,-43,25
-72,-8,53,70,90,54
9,-91,1,-40,67,24
53,-75,54,-77,78,-35
-64,51,45,30,-47,-63
-74,55,-29,-19,1,87
5,-79,87,-87,56,-48
100,71,-44,5,99,24
-32,94,26,46,14,57
-65,66,14,-65,87,-24
-45,-33,-68,-73,65,-5
-87,75,-9,99,91,-41
-42,54,-85,79,-41,85
25,2,-99,-17,-25,8
-79,-70,-55,-18,2,78
-31,39,95,92,-74,-73
-62,71,-93,-20,-57,-43
60,-94,-37,-6,67,41
97,-86,-46,61,95,-18
-33,21,54,-94,89,-35
-38,47,12,38,92,-70
-82,38,-46,-76,-88,70
28,25,-53,-64,-94,-14
-65,-25,70,-53,-69,93
37,79,19,25,72,22
-77,51,-99,-49,84,-84
92,-79,55,-53,-6,39
-51,3,-78,95,-84,-51
45,90,-39,-39,83,11
-25,60,80,-84,-16,-35
-77,-44,24,-97,87,54
-66,-61,-71,1,-46,84
-83,-21,74,28,-4,79
38,94,-90,-6,69,-43
-7,-96,87,33,-78,18
-70,42,49,62,-91,-31
52,-55,19,57,4,-43
83,-62,-59,52,30,-83
-6,-87,-58,-77,-7,13
-52,-89,9,-91,43,-7
-82,84,56,-78,32,-94
-61,94,34,29,-64,-37
-59,-7,-49,36,-4,22
1,84,-99,34,-52,68
-75,60,-86,-16,85,-83
10,6,84,-5,-72,24
-35,-60,-38,30,67,-1
-86,23,-24,-19,-54,40
-27,24,48,96,-74,47
72,-30,-32,79,-18,52
72,-30,-74,-24,31,-84
57,44,-76,97,-92,-90
-45,-44,-90,79,-2,-51
-39,-24,-29,-49,72,-11
80,-93,-49,-86,98,-53
-9,-18,94,17,31,24
-69,57,-100,27,58,-5
-44,64,45,85,9,-98
-55,98,-73,24,37,-15
48,-42,-40,-78,38,89
12,-27,89,-24,-24,6
83,5,-6,51,83,-86
-97,-72,-56,21,9,-94
16,75,-93,52,94,79
10,58,-24,52,-11,88
-34,-88,-25,0,10,93
93,62,-33,2,47,-81
74,-88,-73,-28,-62,-52
89,-84,29,-53,89,-69
-94,-16,27,19,42,-66
23,-44,45,41,-24,77
33,53,-27,75,-39,-23
-66,12,43,-6,2,44
-89,-10,-2,38,85,71
-45,93,52,-26,37,-42
-85,-14,80,-78,-69,48
54,40,-86,93,84,41
3,-44,7,55,-51,57
71,-16,45,-54,-87,81
93,-71,-25,98,38,-45
4,100,-73,75,5,-59
-31,-25,-24,-10,-16,-60
59,20,-80,-39,29,-20
-23,18,-11,12,27,27
-28,-58,59,59,79,85
-42,-3,36,-10,-54,-55
-25,49,38,60,94,-32
38,-55,-66,-17,3,-61
50,-28,-1,53,-66,-77
-51,64,-67,43,98,-1
40,84,-76,-66,-95,-18
66,90,-35,19,-51,3
-40,48,77,-88,88,-80
26,-26,-47,-86,-86,-75
-24,-10,-20,-5,-91,-63
-18,-13,91,-24,-70,-98
52,94,-18,53,79,58
79,47,62,-50,-88,-80
-34,53,-100,40,-43,68
62,-5,16,-98,19,-6
6,-2,-83,-34,-42,24
26,-93,21,-75,29,89
16,-80,-13,-78,27,59
-77,80,74,-79,-19,93
-55,41,38,92,98,-45
45,-40,-8,-40,41,-99
20,1,100,-42,14,-13
-12,-35,-35,-47,-62,75
49,67,-55,30,-42,40
-19,-78,-43,-66,-3,58
-12,-98,-34,-59,-49,95
-31,-65,-68,-100,37,-31
-99,81,48,-86,20,65
-30,21,54,-48,-35,-69
35,35,-60,-8,3,-26
41,-50,-91,94,94,63
70,63,-73,48,4,83
-97,0,-16,-79,87,-49
-63,52,-43,77,0,-17
98,-58,66,-79,54,2
-1,25,-13,3,-38,66
44,4,-57,55,-8,-79
90,27,38,-33,-94,2
-20,30,60,-53,-71,3
-94,-64,-84,-42,-36,21
68,33,-66,65,-98,-10
92,74,98,-1,82,-7
18,88,-89,79,-70,22
-84,-91,73,-71,4,0
-28,39,96,-96,-93,73
69,93,-98,23,-25,95
10,-26,41,27,-1,-88
10,-3,-7,-85,-9,95
79,24,-17,-71,0,84
-19,84,97,67,34,38
71,-51,69,95,-16,-17
-35,-12,-27,69,19,34
53,33,-24,-78,-90,-12
37,-70,35,16,14,52
-76,7,26,-93,98,-40
-53,100,51,93,-39,-83
35,9,-21,-54,20,74
20,27,-35,92,-57,-36
-72,-35,77,-73,-20,44
30,-78,-52,32,-57,3
40,68,26,60,79,35
67,19,71,9,-24,9
93,-20,-93,-6,89,-11
-49,87,11,91,-69,75
-97,7,-59,-3,-6,-95
-78,49,94,40,66,13
-88,16,-64,-71,88,-94
-60,-9,-12,-77,77,-89
-22,35,-25,5,1,-73
27,16,-50,79,-1,-97
90,35,-67,-1,91,-24
-22,11,-62,62,78,65
-27,-95,61,19,29,65
-35,-51,33,40,-23,-6
-99,-58,100,18,-34,27
-20,64,-41,-41,14,41
14,-69,-53,72,-84,-50
-96,37,98,99,-86,-58
4,-20,-69,54,0,50
24,-17,-57,-70,-42,-34
24,93,-77,-11,-58,46
-34,-30,40,-11,64,-91
93,-69,-70,-22,-80,58
28,99,-76,65,-9,30
-15,60,-81,93,18,62
-29,-81,-8,-54,-77,-49
-39,60,-91,14,91,-54
-86,63,-44,56,-80,35
-83,-82,94,-99,46,-34
-38,89,-9,46,96,-62
90,-48,-52,-13,70,-20
-36,-45,-35,-29,66,-75
52,92,85,-39,-61,-12
-2,3,-90,39,90,-49
96,-20,55,59,63,-90
-62,81,-91,10,27,31
59,16,23,-85,-46,-53
-42,2,57,-64,-25,-24
-17,-24,-73,-78,-15,-27
70,75,-96,-47,-30,72
-54,-89,-19,-17,48,65
31,-89,11,47,-55,2
64,55,20,38,-6,74
43,0,26,-4,-2,41
-46,23,-1,31,78,-76
59,6,-12,11,-91,-6
38,-13,-33,77,0,-74
-40,-82,73,-40,77,46
0,-44,12,52,27,95
46,-50,-55,-80,-11,-95
96,73,36,-16,71,44
-73,51,77,5,-58,36
89,-8,100,-67,-68,-5
-66,24,67,72,-27,-84
-68,82,40,25,-13,-9
-2,-26,-90,10,84,-67
91,-42,-9,-8,-95,-35
-53,62,86,18,-25,-74
58,57,63,95,89,-9
-44,11,-13,4,80,32
-2,-62,43,17,63,12
59,-42,-32,47,-96,-59
-73,27,-14,-71,57,96
85,-30,16,45,9,72
-71,-54,28,-6,-27,74
61,-35,-30,58,-22,-54
-81,-51,-51,66,-46,-26
62,-34,-58,-71,90,-83
5,37,95,-14,-22,62
14,77,-53,-6,-85,79
9,-56,-100,-87,50,-41
-51,-35,-20,-39,19,-15
34,28,-20,-68,66,20
-57,-93,86,-25,74,-68
-52,-92,55,-10,-52,79
-32,39,36,2,-72,-51
0,33,-14,-14,-3,-54
-7,11,98,2,53,-39
-54,-88,15,93,-91,32
-74,27,79,48,-57,2
-11,19,31,-42,-33,-28
59,-32,-56,18,24,2
83,79,56,70,-60,61
13,82,54,31,47,-38
78,20,95,78,68,-53
86,82,93,-89,16,-18
-47,80,84,93,-91,43
-46,-73,61,-41,31,11
56,-11,99,31,46,99
-18,33,-71,85,58,-72
27,42,-5,59,89,-48
18,86,93,92,-14,10
71,14,75,-3,26,-3
7,44,-88,87,-9,45
-53,-34,83,69,40,-83
1,49,3,63,47,51
-81,-80,-73,56,-56,-75
89,71,87,-95,-54,29
-77,-75,-29,-18,33,56
38,-96,-65,31,-43,96
91,36,-95,66,42,-57
-85,64,-14,-42,-70,-95
71,-12,-55,-42,97,5
59,-73,-93,88,1,84
94,91,84,5,1,54
-36,89,-1,66,90,-64
-35,-5,38,-56,-31,26
98,-43,2,37,-92,61
64,54,63,-6,3,-95
16,-61,28,-90,-50,15
77,71,-38,76,31,44
77,38,-38,66,52,59
73,4,81,91,-73,-8
-78,54,-31,8,17,40
-96,5,38,-40,-26,-29
-41,40,-74,20,22,66
-13,60,-80,-82,-10,7
73,-12,58,-7,15,-8
62,-7,72,-34,63,38
59,23,89,5,-55,98
25,19,29,5,-84,-84
76,-29,-10,-76,8,45
-88,-92,33,-89,16,25
70,-64,-97,-54,86,-11
78,-63,-98,-58,-89,-8
41,41,-12,26,-62,-71
-62,44,-38,-25,-15,-94
21,-80,-84,47,-61,-40
-34,4,-50,-96,-90,36
42,-25,50,-98,12,80
-46,-88,8,-61,-17,7
83,-64,93,16,8,-22
-93,-67,36,85,-1,59
-37,-59,-35,34,1,-8
-76,14,62,66,-21,-54
49,-26,84,-56,89,-28
-37,-39,-1,-39,41,46
-85,77,-91,95,-32,-27
-73,71,-75,48,-29,-31
-89,12,-78,100,-24,20
75,66,45,-85,-5,-27
82,0,15,-97,94,-75
86,-52,-35,58,-7,-90
-30,-34,-22,-68,-21,-90
-46,6,-42,-34,-53,39
-42,39,-87,-99,-91,-73
-14,-65,89,-49,52,-28
90,93,-93,92,-16,30
-90,99,11,-3,-99,73
22,34,56,-38,53,-96
93,-79,88,44,-60,13
42,74,-26,66,82,-87
-52,91,-46,-55,-84,-12
-65,34,-65,-70,94,-71
6,-84,-36,0,-67,-67
-1,-54,-75,17,96,81
98,-28,-79,7,71,-9
-12,73,11,68,76,85
-97,-50,83,55,32,36
14,41,-51,-97,-68,42
-75,-2,-81,-53,63,-63
-58,4,-49,-70,3,88
-80,-82,-100,41,-33,14
-99,-7,-48,-32,50,19
-86,-25,36,91,30,-39
47,33,-37,4,-6,-12
-76,-42,-57,-3,0,-93
80,-29,-32,33,-67,-9
-2,11,-45,99,-71,-8
84,-4,26,-32,24,10
-88,-50,-56,52,63,-67
70,27,79,62,-10,60
17,63,52,90,78,-59
37,85,-98,-26,-11,22
12,56,15,57,83,-33
-36,75,-30,-5,90,41
-96,91,-96,50,-50,-96
-97,50,-52,-99,-28,42
-68,87,-95,-50,-7,-88
82,48,72,-69,-57,54
-17,38,-84,-37,12,27
30,34,-84,-45,53,-54
37,46,-73,92,-91,-81
81,82,10,76,-26,13
34,-26,-40,42,71,-15
-50,82,-6,76,98,69
100,66,-27,-68,-14,-83
89,29,-58,-24,-15,-85
71,-5,-68,86,-90,-57
-46,-29,-19,-2,30,25
28,-50,48,78,-79,-54
-7,87,-61,-12,17,-35
-1,77,96,15,-93,-88
-1,-53,-72,-1,78,-100
-53,52,51,49,81,65
-7,-69,80,69,-6,-2
63,-6,-86,-63,-61,17
89,-71,-65,10,8,77
88,91,-90,-94,-21,-71
39,-11,-40,38,-56,-98
-65,35,60,16,51,5
-99,26,98,-73,-68,33
-42,74,-88,57,-97,-47
-7,-91,-23,98,-58,-80
98,22,64,-87,-31,-31
-2,54,-83,-94,-40,-51
-39,-50,12,-20,55,-19
-72,93,59,20,-71,-55
37,-43,14,-16,-33,84
58,27,-16,-68,98,-99
-19,94,-53,71,-12,-70
-20,-70,-74,-70,40,-98
-47,60,62,-87,-96,-38
19,-4,-33,-21,-29,26
8,-46,69,-26,63,87
-29,2,72,-87,-56,-9
23,38,100,70,-5,-99
-18,-11,-51,-6,5,-4
65,-85,24,94,-11,99
-43,51,-95,-9,6,-53
-11,-62,-48,-10,3,71
-13,91,-81,21,94,-47
-85,-55,98,-53,-52,-50
-52,-19,-71,-47,-87,22
-65,-70,20,-67,-50,66
23,-81,4,93,-100,-55
58,2,80,-18,75,32
72,74,-20,67,91,-61
-99,100,65,-20,-87,77
74,46,-33,-78,89,-48
-28,-51,-99,1,-56,-44
41,-27,94,11,89,-19
-32,-13,-85,-69,17,-84
-66,-81,1,-87,-28,94
21,80,74,15,99,72
71,80,-4,66,55,49
90,9,17,4,-6,-18
-1,-13,73,1,-69,79
70,47,-24,76,100,10
-7,-61,-6,4,-12,-17
18,86,31,-70,-5,-36
-28,-18,87,-7,-40,48
-61,-49,-85,16,-66,60
-12,19,-58,69,42,69
-98,-84,-61,79,27,-37
-31,62,-78,76,-52,51
83,25,-42,44,100,-46
96,-85,64,-4,100,-18
20,-33,-28,87,12,76
-63,10,-78,-18,58,-90
-70,7,-40,4,-66,-1
-46,-98,-51,31,-5,-39
54,46,-43,33,59,-84
-3,39,-60,-62,68,5
-86,-94,77,-40,94,62
-89,-96,-73,87,20,-38
-60,7,72,95,68,-26
-65,63,0,41,-67,84
-18,-58,27,-49,-75,19
5,58,87,-70,3,86
-51,63,91,65,-77,12
21,-94,-95,16,-100,47
1,25,55,-64,-86,-11
-27,39,75,28,-81,72
51,1,7,-58,-77,-69
-23,68,70,95,21,32
0,53,64,94,63,-55
-40,37,-82,4,17,95
-7,-34,71,16,-53,-47
85,-42,65,3,-50,-99
-47,-48,-54,32,-89,-24
-84,81,-92,-47,40,-36
-82,-64,-32,-56,31,13
-82,79,34,36,31,76
49,77,-60,-85,83,-98
-14,77,84,-92,-97,-42
83,28,30,89,-75,95
-85,22,-56,-12,-6,60
-65,-42,-56,-59,76,-22
22,90,-48,49,10,24
-92,-62,-81,-96,74,56
32,24,50,-62,1,-87
72,-15,33,59,-27,79
-36,31,-27,33,50,22
-100,-99,-81,-13,-38,18
-42,55,60,-25,-45,-92
35,4,-70,-9,87,86
60,51,79,79,-43,-50
-32,77,71,-56,-54,-12
-96,-21,-64,43,-27,-51
2,65,-55,-13,98,-81
-55,7,60,22,80,42
54,-54,-27,-50,-14,-36
66,87,8,-9,3,21
83,-14,-95,-100,-69,-12
26,72,-76,-72,93,-88
-26,27,-49,-8,48,-5
55,32,-1,-45,19,77
-19,33,15,-85,8,65
-77,-29,-66,-38,-80,-16
25,-11,-7,56,67,70
63,-40,25,-88,99,-74
-13,33,100,99,-57,13
-72,39,98,-59,74,34
-64,93,84,57,30,-38
57,-28,-38,-11,-22,-54
-57,40,-84,36,-94,-34
-92,2,-94,34,-8,84
70,-37,-48,-42,-71,-62
30,-76,15,67,-96,57
-2,-93,-84,24,-35,67
3,70,-52,-50,52,-80
-36,-11,30,77,86,-24
